movie,certificate
Made of Honor,PG-13
My Best Friend's Girl,R
Cradle 2 the Grave,R
Into the Forest,R
Goon: Last of the Enforcers,R
Diary of a Nymphomaniac,Not Rated
Pet Sematary,R
Escape from L.A.,R
Until Death,R
Dolittle,PG
Alien vs. Predator,PG-13
I Spit on Your Grave,R
The Texas Chainsaw Massacre 2,Unrated
The Stepfather,PG-13
Exit Wounds,R
Drop Zone,R
A Guy Thing,PG-13
Dahmer,R
In the Tall Grass,TV-MA
Shotgun Wedding,R
House at the End of the Street,PG-13
Monster-in-Law,PG-13
Whiteout,R
Deadgirl,R
The Innkeepers,R
Picture Perfect,PG-13
White Noise,PG-13
Maximum Risk,R
Synchronicity,R
"Game Over, Man!",TV-MA
My Bloody Valentine,R
The Last Legion,PG-13
Jack Frost,PG
Missing in Action,R
Excess Baggage,PG-13
Sleeping Beauty,TV-14
Grown Ups 2,PG-13
Queen of the Damned,R
Tom and Jerry,PG
Rough Night,R
Tall Girl,TV-PG
The Lords of Salem,R
Alex Cross,PG-13
First Kid,PG
Me Time,R
Sorority Row,R
The D Train,R
Tooth Fairy,PG
Extraterrestrial,Not Rated
The Bachelor,PG-13
Herbie Fully Loaded,G
Finding Nemo,G
Soul,PG
The Maltese Falcon,Passed
King Kong,Passed
The Artist,PG-13
Drive,R
Willy Wonka & the Chocolate Factory,G
Land of Mine,R
To Have and Have Not,Passed
"I, Daniel Blake",R
The Innocents,Not Rated
The Hangover,R
Coraline,PG
The Lego Movie,PG
Tangled,PG
Key Largo,Approved
Glengarry Glen Ross,R
Toy Story 4,G
Belle de Jour,R
Dragon Ball Super: Broly,PG
Eastern Promises,R
Dark City,R
50/50,R
Walkabout,GP
The Shootist,PG
Upgrade,R
Headhunters,R
Police Story,PG-13
The Farewell,PG
High Sierra,Passed
The Consequences of Love,
Vavien,
Fear City: A Family-Style Comedy,
The Rocky Horror Picture Show,R
Happening,R
The Duellists,PG
Ghost in the Shell 2: Innocence,PG-13
84 Charing Cross Road,PG
Black Orpheus,PG
Say Anything,PG-13
Quest for Fire,R
Belle,PG
An Education,PG-13
Pusher II,Not Rated
Holiday Inn,Passed
Frailty,R
A Dog's Purpose,PG
"Sex, Lies, and Videotape",R
Columbus,Not Rated
The Mighty,PG-13
The Green Butchers,R
The Other Side of Hope,Not Rated
Theeb,Not Rated
99 francs,PG-13
Prey,R
Uncle Buck,PG
Dragon Ball Super: Super Hero,PG-13
Winter's Bone,R
Night Moves,R
Payback,R
Barfly,R
Dirty Dancing,PG-13
Turning Red,PG
Super Troopers,R
A Scanner Darkly,R
The Thirteenth Floor,R
The Kid Detective,R
Sands of Iwo Jima,Approved
Ashes of Time,R
Wheels on Meals,TV-14
The Road Within,R
Mumbai Diaries,Not Rated
The Legend Is Born: Ip Man,Not Rated
28 Weeks Later,R
Game Night,R
Love Story,PG
Girl with a Pearl Earring,PG-13
Lucas,PG-13
The Long Riders,R
Stranger by the Lake,Not Rated
A Guide to Recognizing Your Saints,R
Ex Drummer,Not Rated
It Follows,R
The Bad Guys,PG
Thirteen,R
Boss Level,TV-MA
Fantastic Voyage,PG
The Mechanic,PG
Black '47,R
Dead Snow 2: Red vs. Dead,R
Puncture,R
The Call of the Wild,PG
The Guest,R
Jackie,R
Hysteria,R
The Hunter,R
Proof,PG-13
The Party,PG
The Disappearance of Alice Creed,R
Happythankyoumoreplease,R
Palindromes,Not Rated
He Was a Quiet Man,Not Rated
Resident Evil,R
Heavyweights,PG
The Invitation,Not Rated
The Polar Express,G
The Aeronauts,PG-13
Shaft,R
Bad Guy,Not Rated
Homefront,R
Can't Hardly Wait,PG-13
Tag,R
Sister Act,PG
Just One of the Guys,PG-13
Beverly Hills Cop II,R
House Party,R
Four Good Days,R
Oxygen,TV-14
Run Fatboy Run,PG-13
What Doesn't Kill You,R
Crash,NC-17
Leap Year,PG
Salt,PG-13
Brokedown Palace,PG-13
Resident Evil: Damnation,R
Soul Men,R
Ashby,R
Miles Ahead,R
Kung Fu Jungle,Not Rated
Sky High,PG
Clerks III,R
"Angus, Thongs and Perfect Snogging",PG-13
Prospect,R
The Invention of Lying,PG-13
Intolerable Cruelty,PG-13
Very Bad Things,R
Noelle,G
Hope Springs,PG-13
Sylvia,R
Enduring Love,R
The Big White,R
Mama,PG-13
Hitman,R
Bad Moms,R
Redemption,R
Birth,R
Happy Death Day 2U,PG-13
Keanu,R
A Dark Song,Unrated
Palo Alto,R
Black Box,Not Rated
The Big Year,PG
I.Q.,PG
The Warrior's Way,R
The Nines,R
Knock at the Cabin,R
Men,R
Hitman's Wife's Bodyguard,R
10 Years,PG-13
Casper,PG
Anon,TV-MA
Not Okay,R
The Wizard,PG
Hit and Run,R
The Bronze,R
Otherhood,R
Snow White: A Tale of Terror,R
Desperate Measures,R
Willard,PG-13
Addicted to Love,R
The Man Who Cried,R
Ip Man: The Final Fight,PG-13
The Room,Not Rated
The Midnight Meat Train,R
Daddy's Home 2,PG-13
Those Who Wish Me Dead,R
Little Monsters,PG
CHIPS,R
Get Hard,R
Ask Me Anything,Not Rated
The Lazarus Project,PG-13
About Last Night,R
Erased,R
Game of Death,R
Harriet the Spy,PG
The Incredible Burt Wonderstone,PG-13
Breathless,R
Fatman,R
School for Scoundrels,PG-13
Just Wright,PG
Then She Found Me,R
Crimson Rivers 2: Angels of the Apocalypse,R
Love Hostel,
Carrie,R
Wild Hogs,PG-13
The Hangover Part III,R
Ghosts of Girlfriends Past,PG-13
Captain Ron,PG-13
Blame It on Rio,R
Young Ones,R
Happy Feet Two,PG
A Fantastic Fear of Everything,R
Coyote Ugly,PG-13
Lara Croft: Tomb Raider,PG-13
The Woman in the Window,R
The Sleepover,TV-PG
Hudson Hawk,R
Clown,R
Devil's Pass,R
Spinning Man,R
Love Wedding Repeat,TV-MA
The Perfect Guy,PG-13
Under Siege 2: Dark Territory,R
The Big Green,PG
Hotel for Dogs,PG
In Dreams,R
Killers,PG-13
Earth Girls Are Easy,PG
Red Riding Hood,PG-13
Killing Me Softly,R
Man of the House,PG-13
The Perfect Man,PG
Intruders,R
People I Know,R
The Green Inferno,R
Legion,R
Spy Kids 2: Island of Lost Dreams,PG
Max Payne,PG-13
The Haunting in Connecticut 2: Ghosts of Georgia,R
Replicant,R
Truth or Dare,PG-13
Smokey and the Bandit II,PG
King Solomon's Mines,PG-13
Eddie,PG-13
Unforgettable,R
Open Windows,Not Rated
Skinamarink,Not Rated
The Phantom,PG
Fahrenheit 451,TV-14
Pet Sematary II,R
To Be or Not to Be,Passed
The Grand Budapest Hotel,R
The 400 Blows,Not Rated
Three Colors: Red,R
Autumn Sonata,PG
Pardon,
The Shop Around the Corner,Not Rated
Shaun of the Dead,R
A Fistful of Dollars,R
Klass,
Brother,
Kung Fu Hustle,R
Waking Life,R
In July,
Blood Simple,R
Fallen Angels,Not Rated
Aamir,Not Rated
A Single Man,R
Delicatessen,R
The Counterfeiters,R
The Barbarian Invasions,R
The Party,Approved
Written on the Wind,Not Rated
What Maisie Knew,R
Tristana,PG-13
Old Henry,Not Rated
Heavenly Creatures,R
Driving Miss Daisy,PG
The Man in the Moon,PG-13
Suspicion,Approved
The Day of the Beast,R
The Son's Room,R
The Descent,R
Big Trouble in Little China,PG-13
The Italian Job,G
The Prince of Egypt,PG
The Wife,R
Vanishing Point,R
The Uninvited,Passed
'71,R
Russian Ark,Not Rated
Soul Kitchen,
Escape from New York,R
Human Traffic,R
Crossroads,R
Everybody's Fine,PG-13
Julieta,R
Adam,PG-13
Double Trouble,TV-PG
Son of Frankenstein,Approved
Martyrs,R
Raw,R
To All the Boys I've Loved Before,TV-14
What About Bob?,PG
The Lookout,R
The Trouble with Harry,PG
"OSS 117: Cairo, Nest of Spies",Not Rated
Alphaville,Not Rated
Triangle,R
Flamin' Hot,PG-13
The Addams Family,PG-13
Stir of Echoes,R
River's Edge,R
My Week with Marilyn,R
The Big Boss,R
Muppet Treasure Island,G
The Wackness,R
Matinee,PG
World's Greatest Dad,R
Risky Business,R
Athena,R
50 First Dates,PG-13
Role Models,R
Rocky III,PG
The Lake House,PG
Poolhall Junkies,R
Keeping Mum,R
Goodnight Mommy,R
Sliding Doors,PG-13
Stay,R
Zombieland: Double Tap,R
Singles,PG-13
Stoker,R
Candyman,R
Redbelt,R
Drag Me to Hell,PG-13
Diary of a Wimpy Kid: Rodrick Rules,PG
Reality Bites,PG-13
21 Bridges,R
Revenge of the Pink Panther,PG
Something New,PG-13
The Englishman Who Went Up a Hill But Came Down a Mountain,PG
That Touch of Mink,Approved
Little Man Tate,PG
Adulthood,
The Eye,R
The Boss of It All,Not Rated
Sonic the Hedgehog,PG
Swordfish,R
Society,R
Dangerous Minds,R
The Program,R
Suicide Club,R
The Inglorious Bastards,R
Where the Buffalo Roam,R
Timer,R
Triage,R
Escape Room,PG-13
Valley Girl,R
Fractured,TV-MA
Hot Tub Time Machine,R
The Sadness,TV-MA
A Dangerous Method,R
The Slammin' Salmon,R
Step Up Revolution,PG-13
Charlie St. Cloud,PG-13
Mean Machine,R
Laggies,R
Anna,R
Crazy/Beautiful,PG-13
Fireflies in the Garden,R
Melinda and Melinda,PG-13
Henry Poole Is Here,PG
Redirected,Not Rated
True Story,R
My Spy,PG-13
Ninja Assassin,R
Dreamscape,PG-13
He Never Died,R
Nighthawks,R
John Dies at the End,R
Bad Influence,R
Alex Strangelove,TV-MA
Plunkett & Macleane,R
Piggy,Not Rated
Wolf Creek,R
Sleeping with the Enemy,R
Baby's Day Out,PG
Rogue,R
Ouija: Origin of Evil,PG-13
Solaris,PG-13
D.A.R.Y.L.,PG
A Lonely Place to Die,R
Single All the Way,TV-PG
Vacation,R
Ride Along,PG-13
What Happens in Vegas,PG-13
The Noel Diary,TV-14
The Sacrament,R
Welcome to the Punch,R
Cheech and Chong's Next Movie,R
Bedtime Stories,PG
Shaft,R
Honest Thief,PG-13
Soldier,R
Super Troopers 2,R
Above the Law,R
Baby Mama,PG-13
Memoirs of an Invisible Man,PG-13
PokÃ©mon the Movie 2000,G
Assault on Wall Street,R
Black Mask,R
Orphan: First Kill,R
London Has Fallen,R
The Invasion,PG-13
Antlers,R
Timecop,R
Nancy Drew,PG
The Cobbler,PG-13
Heaven Is for Real,PG
Runaway,PG-13
Suspect Zero,R
A Christmas Horror Story,Not Rated
Wrath of the Titans,PG-13
She-Devil,PG-13
Strange Magic,PG
Some Kind of Beautiful,R
High Spirits,PG-13
I Think We're Alone Now,R
Kill Command,Not Rated
Collide,PG-13
White Noise 2: The Light,PG-13
Ma,R
Urban Legend,R
RV,PG
The Nutcracker and the Four Realms,PG
The Reaping,R
Dark Was the Night,Not Rated
Eight Legged Freaks,PG-13
Hick,R
Cherry 2000,PG-13
Don't Be Afraid of the Dark,R
Legionnaire,R
The Abandoned,R
Annabelle,R
Winchester,PG-13
Death Wish 4: The Crackdown,R
Christmas with the Kranks,PG
Pathfinder,R
The Boss,R
Feeling Minnesota,R
Edison,R
Like Mike,PG
My Girl 2,PG
DeepStar Six,R
Serving Sara,PG-13
Bangkok Dangerous,R
Big Momma's House,PG-13
Wolf,R
Bad Girls,R
Snow Dogs,PG
Donkey Punch,R
The Unholy,PG-13
Virus,R
Lottery Ticket,PG-13
Knock Knock,R
Dracula 2000,R
WALLÂ·E,G
Close-Up,Not Rated
Fargo,R
La haine,Not Rated
How to Train Your Dragon,PG
In the Mood for Love,PG
The Princess Bride,PG
Turtles Can Fly,PG-13
No Man's Land,R
The Spirit of the Beehive,Not Rated
Detachment,Not Rated
The Double Life of VÃ©ronique,R
The Girl Who Leapt Through Time,TV-PG
Philomena,PG-13
Scum,R
Evangelion: 1.0 You Are (Not) Alone,PG-13
Dr. Jekyll and Mr. Hyde,Passed
Brute Force,Passed
Bob the Gambler,PG
Forbidden Planet,G
The Damned United,R
Songs from the Second Floor,Not Rated
Wadjda,PG
Omar,Not Rated
Carrie,R
Five Easy Pieces,R
Bullets Over Broadway,R
The Enemy Below,Approved
A Chinese Ghost Story,Unrated
National Lampoon's Vacation,R
Men in Black,PG-13
Belfast,PG-13
Despicable Me 2,PG
Blue Jasmine,PG-13
The War Zone,R
Phoenix,PG-13
Summer Storm,R
On the Town,Passed
Metropolitan,PG-13
Caddyshack,13+
An American Crime,R
Team America: World Police,R
Wish Dragon,PG
The Croods,PG
Stan & Ollie,PG
Wild Bill,Not Rated
A Better Life,PG-13
The Club,Not Rated
The Believer,R
Benny & Joon,PG
Black Christmas,R
Nowhere Boy,R
Crime Busters,PG
Priest,R
Climates,Unrated
Rush Hour,PG-13
Cool Runnings,PG
Away We Go,R
Teorema,Not Rated
Red Rock West,R
Copenhagen,Not Rated
Mirai,PG
A Cop,PG
Dragon,R
Step Brothers,R
Horrible Bosses,R
Fletch,PG
Carnal Knowledge,R
Igby Goes Down,R
I See You,R
Unstoppable,PG-13
Warm Bodies,PG-13
Dan in Real Life,PG-13
What If,PG-13
The Map of Tiny Perfect Things,PG-13
Arctic,PG-13
Hitchcock,PG-13
Spider,R
Quartet,PG-13
Veronica Guerin,R
The Gods Must Be Crazy II,PG
Kafka,PG-13
Millions,PG
Final Destination,R
Four Rooms,R
The Whole Nine Yards,R
Marvin's Room,PG-13
Passing,PG-13
Nothing to Lose,R
A Christmas Story Christmas,PG
Wild Target,PG-13
Obsession,PG
Carrie Pilby,Not Rated
Buffalo Soldiers,R
Short Circuit,PG
Kiss of the Dragon,R
Ingrid Goes West,R
Plus One,Not Rated
I Love You Phillip Morris,R
Experimenter,PG-13
"Oh, God!",PG
Battle in Seattle,R
Driving Lessons,PG-13
Blood & Gold,TV-MA
See How They Run,PG-13
"Confess, Fletch",R
A Perfect Getaway,R
Mousehunt,PG
Money Monster,R
Class of 1984,R
Shattered,R
Changing Lanes,R
Spanish Affair,
KolpaÃ§ino,
The Omega Man,PG
Faster,R
Before I Fall,PG-13
Daybreakers,R
Less Than Zero,R
The Number 23,R
Basic,R
Unsane,R
Repo! The Genetic Opera,R
The Prophecy,R
Beach Rats,R
Young Adam,NC-17
Resident Evil: Degeneration,R
The Serpent and the Rainbow,R
Ghost Stories,Not Rated
Stake Land,R
Errementari,TV-MA
Vidocq,R
13 Going on 30,PG-13
Flightplan,PG-13
Guns Akimbo,R
#Alive,TV-MA
Unlocked,R
Wimbledon,PG-13
Wedding Season,TV-PG
Angel of Mine,R
Escape from the Planet of the Apes,G
The Baytown Outlaws,R
You Will Meet a Tall Dark Stranger,R
Breathe In,R
The Private Lives of Pippa Lee,R
Jamaica Inn,Not Rated
The Good Neighbor,Not Rated
I Am Not an Easy Man,
Daydream Nation,R
"Happy, Texas",PG-13
Alone,R
The Texas Chainsaw Massacre,R
Night at the Museum: Secret of the Tomb,PG
Dagon,R
Step Up 2: The Streets,PG-13
Maggie's Plan,R
The Deep Blue Sea,R
Krampus,PG-13
Party Monster,R
Cuban Fury,R
Ong Bak 2,R
Wyrmwood: Road of the Dead,Not Rated
Tiny Furniture,Not Rated
The Boogeyman,PG-13
Bring It On,PG-13
Wild Child,PG-13
Harley Davidson and the Marlboro Man,R
Code 8,Not Rated
A Hologram for the King,R
Next Friday,R
Snake Eyes,R
An Awkward Sexual Adventure,Not Rated
Larry Crowne,PG-13
In Hell,R
Sniper,R
Like Father,TV-MA
Miami Bici,
Hercules,PG-13
Mike and Dave Need Wedding Dates,R
Don't Breathe 2,R
Greta,R
Class,R
Z for Zachariah,PG-13
Starry Eyes,Not Rated
Ice Princess,G
Tragedy Girls,R
Three to Tango,PG-13
Franklyn,R
Cheaper by the Dozen,PG
Night Hunter,R
The Fourth Kind,PG-13
The Black Hole,PG
Sirens,R
Star Wars: The Clone Wars,PG
The Double,PG-13
P2,R
Jane Got a Gun,R
Men at Work,PG-13
Must Love Dogs,PG-13
Phantom,R
True Memoirs of an International Assassin,TV-14
Vice Versa,PG
Barbarella,Approved
Leviathan,R
Eli,R
Gothika,R
I Still See You,PG-13
Life of Crime,R
War on Everyone,R
StreetDance 3D,PG-13
RRRrrrr!!!,
Mechanic: Resurrection,R
Poseidon,PG-13
Afternoon Delight,R
Race to Witch Mountain,PG
02:22,PG-13
The Man Who Killed Hitler and Then the Bigfoot,Not Rated
The In-Laws,PG-13
The Banger Sisters,R
Charlie's Angels,PG-13
Wanderlust,R
Josie and the Pussycats,PG-13
The Lifeguard,R
Village of the Damned,R
Falling Inn Love,TV-PG
Dread,R
Home Sweet Hell,R
Little Fockers,PG-13
The Last Days on Mars,R
Dickie Roberts: Former Child Star,PG-13
The Whole Ten Yards,PG-13
A Castle for Christmas,TV-G
Joe Somebody,PG
Maximum Overdrive,R
The Tuxedo,PG-13
The Eye,PG-13
Nine Dead,R
Loser,PG-13
Air Bud,PG
A-X-L,PG
Moms' Night Out,PG
Blood and Chocolate,PG-13
A Good Day to Die Hard,R
Paranormal Activity: Next of Kin,R
Hangman,R
Rim of the World,TV-14
Riding the Bullet,R
Fathers' Day,PG-13
Halloween III: Season of the Witch,R
An American Werewolf in Paris,R
Grave Encounters 2,Not Rated
The Quiet Ones,PG-13
Tamara,R
Attack on Titan Part 1,Not Rated
Porky's II: The Next Day,R
The Pallbearer,PG-13
Ghosts of Mars,R
The Informers,R
The Chaos Class Is on Vacation,
The Father,PG-13
Out of the Past,Approved
Angels with Dirty Faces,Passed
The Breakfast Club,R
Moon,R
The Chorus,PG-13
My Darling Clementine,Passed
The Cure,PG-13
The Peanut Butter Falcon,PG-13
After Hours,R
A Little Princess,G
Weekend,Not Rated
Lifeboat,Not Rated
Mustang,PG-13
Shelter,R
Lady Snowblood,Not Rated
The Man Without a Past,PG-13
An American Werewolf in London,R
Christmas Vacation,PG-13
Menace II Society,R
Free Fall,Not Rated
Predestination,R
The Bucket List,PG-13
SLC Punk!,R
And Then There Were None,Approved
Bed & Board,GP
Animal Crackers,G
10 Things I Hate About You,PG-13
Irreversible,Not Rated
Four Lions,R
Submarine,R
Finding Dory,PG
The Hidden Face,R
The Fundamentals of Caring,TV-MA
Clerks II,R
Dirty Pretty Things,R
Journey to Italy,Not Rated
Brigsby Bear,PG-13
The Lost Boys,R
A Quiet Place Part II,PG-13
The Virgin Suicides,R
"Good Luck to You, Leo Grande",R
Dogtooth,Not Rated
The Fountain,PG-13
Rise of the Guardians,PG
Apollo 10Â½: A Space Age Childhood,PG-13
Stuck in Love.,R
The Hitcher,R
La Cage aux Folles,R
Mean Girls,PG-13
The Princess and the Frog,G
Better Off Dead...,PG
Tommy Boy,PG-13
Elf,PG
Wag the Dog,R
The Great Muppet Caper,G
L.I.E.,R
JCVD,R
Arthur Christmas,PG
In the Company of Men,R
Frozen River,R
Time,Not Rated
Soylent Green,PG
Chip 'n Dale: Rescue Rangers,PG
Filth,R
Unthinkable,R
The Hidden,R
Shutter,Not Rated
Quatermass and the Pit,Approved
Paid in Full,R
Abominable,PG
Slacker,R
Black Sabbath,Approved
Serial Bad Weddings,
Little Voice,R
Heaven,R
Samaritan Girl,R
Clueless,PG-13
The Wedding Singer,PG-13
Climax,R
Maleficent,PG
Swiss Army Man,R
UHF,PG-13
Arthur,PG
Legend of the Guardians: The Owls of Ga'Hoole,PG
Then Came You,Not Rated
Monkey Business,Approved
Charlie Bartlett,R
The Ref,R
Hearts Beat Loud,PG-13
Perfect Strangers,
Slim Susie,Not Rated
Cruel Intentions,R
Bridget Jones's Diary,R
The House,TV-MA
Odd Thomas,PG-13
eXistenZ,R
Collateral Beauty,PG-13
Cat Ballou,Not Rated
My Beautiful Laundrette,R
The Importance of Being Earnest,PG
An Ideal Husband,PG-13
It's Only the End of the World,
Other People,Unrated
"Torrente, el brazo tonto de la ley",Not Rated
Emily the Criminal,R
Pretty in Pink,PG-13
The Inbetweeners,R
Metal Lords,R
Liberal Arts,PG-13
Don Juan DeMarco,PG-13
Morvern Callar,R
8-Bit Christmas,PG
Hunting and Gathering,Not Rated
Speak No Evil,Not Rated
Joy Ride,R
Crocodile Dundee,PG-13
Nanny McPhee,PG
Summer School,PG-13
The Hunger,R
Drop Dead Gorgeous,PG-13
New Jack City,R
"Juliet, Naked",R
Soapdish,PG-13
The Business,R
Meet the Feebles,Not Rated
Easy Virtue,PG-13
Feast of Love,R
Kissing Jessica Stein,R
Confidence,R
A Home at the End of the World,R
Wet Hot American Summer,R
The Santa Clause,PG
Bowfinger,PG-13
Magic in the Moonlight,PG-13
A Royal Night Out,PG-13
Nefarious,R
The Giver,PG-13
Weekend at Bernie's,PG-13
When We First Met,TV-14
Kickboxer,R
The Angry Birds Movie 2,PG
Session 9,R
Hellbound: Hellraiser II,R
Best of the Best,PG-13
Everything Must Go,R
When a Stranger Calls,R
Every Day,PG-13
Hours,PG-13
I Love You to Death,R
In the Land of Women,PG-13
Big Business,PG
Phantasm II,R
The Odd Couple II,PG-13
Freaky Friday,PG
Neighbors,R
The Boss Baby,PG
Angry Birds,PG
Take Me Home Tonight,R
Austenland,PG-13
Hotel Transylvania 3: Summer Vacation,PG
Charlotte's Web,G
Dark Skies,PG-13
While We're Young,R
Centurion,R
Somewhere,R
Escape to Witch Mountain,G
The Truth About Cats & Dogs,PG-13
Surveillance,R
Fear,R
Killing Them Softly,R
The Losers,PG-13
Resident Evil: Vendetta,R
Hard Target,R
Before I Wake,PG-13
Turner & Hooch,PG
Chalet Girl,R
My Blue Heaven,PG-13
Money Talks,R
After the Sunset,PG-13
Cold Prey,Not Rated
Mad Dog and Glory,R
Insidious: Chapter 3,PG-13
Blitz,R
Don't Listen,TV-MA
Adult World,R
Employee of the Month,R
Werewolves Within,R
Murder Mystery,PG-13
The Signal,PG-13
The Boy,PG-13
Nights in Rodanthe,PG-13
I Could Never Be Your Woman,PG-13
Someone Like You,PG-13
The Night Flier,R
Venom: Let There Be Carnage,PG-13
Vivarium,R
Return of the Living Dead III,R
The Presidio,R
Hard Rain,R
Haunter,Not Rated
Spread,R
Tau,R
St. Trinian's,PG-13
The Lie,R
Home Again,PG-13
Baskin,Not Rated
Babe: Pig in the City,PG
The Seventh Sign,R
Terror Train,R
Waist Deep,R
Bobby Z,R
Death Defying Acts,PG
Freddy vs. Jason,R
I Give It a Year,R
Savage Grace,Not Rated
Last Days,R
New in Town,PG
The Hallow,Not Rated
Cadillac Man,R
A Few Best Men,Not Rated
The Muse,PG-13
Failure to Launch,PG-13
Curse of Chucky,R
Atlas Shrugged: Part I,PG-13
Fire with Fire,R
Cube Zero,R
Friday the 13th,R
The House Bunny,PG-13
Hellraiser III: Hell on Earth,R
Tom and Huck,PG
Rumor Has It...,PG-13
Tales of Halloween,R
City Heat,PG
Gold,R
Northmen: A Viking Saga,R
I Spy,PG-13
Mixed Nuts,PG-13
King Ralph,PG
Undead,R
Sinister 2,R
The Watcher,R
Twisted,R
Universal Soldier: Regeneration,R
Our Story,
The Covenant,PG-13
The First Purge,R
The Cave,PG-13
Cursed,PG-13
First Kill,R
Magic Magic,R
Year One,PG-13
Primal,R
Tammy,R
12 Angry Men,Approved
Cat City,Unrated
Klaus,PG
Ugetsu,Not Rated
The Seventh Seal,Not Rated
Sweet Smell of Success,Approved
Persepolis,PG-13
Sanjuro,Not Rated
Short Term 12,R
The Way He Looks,Not Rated
Miracle on 34th Street,Not Rated
Night and the City,Not Rated
The Song of Sparrows,PG
Night of the Living Dead,Not Rated
Stagecoach,Passed
Manhattan,R
The Silence,R
A Night at the Opera,Passed
Perfect Strangers,
Happy Together,Not Rated
The Lady Vanishes,Not Rated
The Bear,PG
The Fly,R
The Road Warrior,R
One Cut of the Dead,Not Rated
The Naked City,Not Rated
The Defiant Ones,Approved
Juno,PG-13
Godzilla,Not Rated
Hunger,Not Rated
Summer with Monika,R
Sin Nombre,R
Sully,PG-13
A History of Violence,R
I Killed My Mother,Not Rated
Mediterraneo,R
Takva,
The Guard,R
Deconstructing Harry,R
My Hero Academia: Two Heroes,PG-13
Bridge to Terabithia,PG
Swingers,R
Ringu,Not Rated
Insomnia,Not Rated
Department Q: The Keeper of Lost Causes,Not Rated
Tai Chi Master,R
Vicky Cristina Barcelona,PG-13
Spaceballs,PG
Tremors,PG-13
The Bird with the Crystal Plumage,GP
Venus in Fur,Not Rated
Timbuktu,PG-13
Napoleon Dynamite,PG
The Fallout,R
Smokey and the Bandit,PG
Burn After Reading,R
Bad Lieutenant,NC-17
Son of Rambow,PG-13
The Little Death,Not Rated
The African Doctor,
Rio,G
Jerry and Marge Go Large,PG-13
Hocus Pocus,PG
48 Hrs.,R
Get the Gringo,R
East Is East,R
Evangelion: 3.0 You Can (Not) Redo,TV-14
Little Big Soldier,PG-13
Bolt,PG
One Hour Photo,R
Walk Hard: The Dewey Cox Story,R
Dead Calm,R
The Boxtrolls,PG
A Christmas Carol,PG
The Mustang,R
Police Academy,R
Tron,PG
Super,R
Hardcore Henry,R
After Yang,PG
Kicking and Screaming,R
A Dog's Way Home,PG
The Enforcer,R
The Kindergarten Teacher,R
Two Days in Paris,R
The Matador,R
Evil Dead Rise,R
Event Horizon,R
Happy Death Day,PG-13
Back to School,PG-13
Adrift,PG-13
