title,year,runtime,genre,director,stars,rating,metascore,votes,gross
I Am a Fugitive from a Chain Gang,1932,92,Crime,"['Mervyn LeRoy', 'Paul Muni', 'Glenda Farrell', 'Helen Vinson', 'Noel Francis']","['Paul Muni', 'Glenda Farrell', 'Helen Vinson', 'Noel Francis']",8.2,,14011,1.42
"Monsters, Inc.",2001,92,Animation,"['Pete Docter', 'David Silverman', 'Lee Unkrich', 'Billy Crystal', 'John Goodman', 'Mary Gibbs', 'Steve Buscemi']","['David Silverman', 'Lee Unkrich', 'Billy Crystal', 'John Goodman', 'Mary Gibbs', 'Steve Buscemi']",8.1,79,943241,289.92
Mary and Max,2009,92,Animation,"['Adam Elliot', 'Toni Collette', 'Philip Seymour Hoffman', 'Eric Bana', 'Barry Humphries']","['Toni Collette', 'Philip Seymour Hoffman', 'Eric Bana', 'Barry Humphries']",8.1,,182275,
Farha,2021,92,Drama,"['Darin J. Sallam', 'Karam Taher', 'Ashraf Barhom', 'Ali Suliman', 'Tala Gammoh']","['Karam Taher', 'Ashraf Barhom', 'Ali Suliman', 'Tala Gammoh']",8.1,,79845,
The Night of the Hunter,1955,92,Crime,"['Charles Laughton', 'Robert Mitchum', 'Shelley Winters', 'Lillian Gish', 'James Gleason']","['Robert Mitchum', 'Shelley Winters', 'Lillian Gish', 'James Gleason']",8,97,93394,0.65
Ali: Fear Eats the Soul,1974,92,Drama,"['Rainer Werner Fassbinder', 'Brigitte Mira', 'El Hedi ben Salem', 'Barbara Valentin', 'Irm Hermann']","['Brigitte Mira', 'El Hedi ben Salem', 'Barbara Valentin', 'Irm Hermann']",8,,22909,
Toy Story 2,1999,92,Animation,"['John Lasseter', 'Ash Brannon', 'Lee Unkrich', 'Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Kelsey Grammer']","['Ash Brannon', 'Lee Unkrich', 'Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Kelsey Grammer']",7.9,88,601443,245.85
The Day the Earth Stood Still,1951,92,Drama,"['Robert Wise', 'Michael Rennie', 'Patricia Neal', 'Hugh Marlowe', 'Sam Jaffe']","['Michael Rennie', 'Patricia Neal', 'Hugh Marlowe', 'Sam Jaffe']",7.8,83,84146,
His Girl Friday,1940,92,Comedy,"['Howard Hawks', 'Cary Grant', 'Rosalind Russell', 'Ralph Bellamy', 'Gene Lockhart']","['Cary Grant', 'Rosalind Russell', 'Ralph Bellamy', 'Gene Lockhart']",7.8,,61325,0.3
Tokyo Godfathers,2003,92,Animation,"['Satoshi Kon', 'Tôru Emori', 'Yoshiaki Umegaki', 'Aya Okamoto', 'Shôzô Îzuka']","['Tôru Emori', 'Yoshiaki Umegaki', 'Aya Okamoto', 'Shôzô Îzuka']",7.8,74,43716,0.13
Fury,1936,92,Crime,"['Fritz Lang', 'Sylvia Sidney', 'Spencer Tracy', 'Walter Abel', 'Bruce Cabot']","['Sylvia Sidney', 'Spencer Tracy', 'Walter Abel', 'Bruce Cabot']",7.8,,13288,
Le Corbeau,1943,92,Crime,"['Henri-Georges Clouzot', 'Pierre Fresnay', 'Ginette Leclerc', 'Micheline Francey', 'Héléna Manson']","['Pierre Fresnay', 'Ginette Leclerc', 'Micheline Francey', 'Héléna Manson']",7.8,,10577,0.03
Clerks,1994,92,Comedy,"['Kevin Smith', ""Brian O'Halloran"", 'Jeff Anderson', 'Marilyn Ghigliotti', 'Lisa Spoonauer']","[""Brian O'Halloran"", 'Jeff Anderson', 'Marilyn Ghigliotti', 'Lisa Spoonauer']",7.7,70,228307,3.15
Kung Fu Panda,2008,92,Animation,"['Mark Osborne', 'John Stevenson', 'Jack Black', 'Ian McShane', 'Angelina Jolie', 'Dustin Hoffman']","['John Stevenson', 'Jack Black', 'Ian McShane', 'Angelina Jolie', 'Dustin Hoffman']",7.6,74,495051,215.43
Three Colors: White,1994,92,Comedy,"['Krzysztof Kieslowski', 'Zbigniew Zamachowski', 'Julie Delpy', 'Janusz Gajos', 'Jerzy Stuhr']","['Zbigniew Zamachowski', 'Julie Delpy', 'Janusz Gajos', 'Jerzy Stuhr']",7.6,91,77074,1.46
3:10 to Yuma,1957,92,Drama,"['Delmer Daves', 'Glenn Ford', 'Van Heflin', 'Felicia Farr', 'Leora Dana']","['Glenn Ford', 'Van Heflin', 'Felicia Farr', 'Leora Dana']",7.6,80,21016,
Winchester '73,1950,92,Action,"['Anthony Mann', 'James Stewart', 'Shelley Winters', 'Dan Duryea', 'Stephen McNally']","['James Stewart', 'Shelley Winters', 'Dan Duryea', 'Stephen McNally']",7.6,,21189,
Closely Watched Trains,1966,92,Comedy,"['Jirí Menzel', 'Václav Neckár', 'Josef Somr', 'Vlastimil Brodský', 'Vladimír Valenta']","['Václav Neckár', 'Josef Somr', 'Vlastimil Brodský', 'Vladimír Valenta']",7.6,,13378,3.27
Beetlejuice,1988,92,Comedy,"['Tim Burton', 'Alec Baldwin', 'Geena Davis', 'Michael Keaton', 'Annie McEnroe']","['Alec Baldwin', 'Geena Davis', 'Michael Keaton', 'Annie McEnroe']",7.5,70,319394,73.71
Boiling Point,2021,92,Drama,"['Philip Barantini', 'Stephen Graham', 'Vinette Robinson', 'Alice Feetham', 'Ray Panthaki']","['Stephen Graham', 'Vinette Robinson', 'Alice Feetham', 'Ray Panthaki']",7.5,73,35349,
Thank You for Smoking,2005,92,Comedy,"['Jason Reitman', 'Aaron Eckhart', 'Cameron Bright', 'Maria Bello', 'Joan Lunden']","['Aaron Eckhart', 'Cameron Bright', 'Maria Bello', 'Joan Lunden']",7.5,71,225985,24.79
Tyrannosaur,2011,92,Drama,"['Paddy Considine', 'Peter Mullan', 'Archie Lal', 'Jag Sanghera', 'Mike Fearnley']","['Peter Mullan', 'Archie Lal', 'Jag Sanghera', 'Mike Fearnley']",7.5,65,33041,0.02
Support Your Local Sheriff!,1969,92,Comedy,"['Burt Kennedy', 'James Garner', 'Joan Hackett', 'Walter Brennan', 'Harry Morgan']","['James Garner', 'Joan Hackett', 'Walter Brennan', 'Harry Morgan']",7.5,56,12127,
Nobody,2021,92,Action,"['Ilya Naishuller', 'Bob Odenkirk', 'Aleksey Serebryakov', 'Connie Nielsen', 'Christopher Lloyd']","['Bob Odenkirk', 'Aleksey Serebryakov', 'Connie Nielsen', 'Christopher Lloyd']",7.4,64,299539,27.27
Notes on a Scandal,2006,92,Crime,"['Richard Eyre', 'Cate Blanchett', 'Judi Dench', 'Andrew Simpson', 'Tom Georgeson']","['Cate Blanchett', 'Judi Dench', 'Andrew Simpson', 'Tom Georgeson']",7.4,73,82069,17.51
Shoot the Piano Player,1960,92,Crime,"['François Truffaut', 'Charles Aznavour', 'Marie Dubois', 'Nicole Berger', 'Michèle Mercier']","['Charles Aznavour', 'Marie Dubois', 'Nicole Berger', 'Michèle Mercier']",7.4,,20100,
Suspiria,1977,92,Horror,"['Dario Argento', 'Jessica Harper', 'Stefania Casini', 'Flavio Bucci', 'Miguel Bosé']","['Jessica Harper', 'Stefania Casini', 'Flavio Bucci', 'Miguel Bosé']",7.3,79,99640,
The Last Unicorn,1982,92,Animation,"['Jules Bass', 'Arthur Rankin Jr.', 'Jeff Bridges', 'Mia Farrow', 'Angela Lansbury', 'Alan Arkin']","['Arthur Rankin Jr.', 'Jeff Bridges', 'Mia Farrow', 'Angela Lansbury', 'Alan Arkin']",7.3,70,28368,6.46
Tender Mercies,1983,92,Drama,"['Bruce Beresford', 'Robert Duvall', 'Tess Harper', 'Betty Buckley', 'Wilford Brimley']","['Robert Duvall', 'Tess Harper', 'Betty Buckley', 'Wilford Brimley']",7.3,76,11516,8.44
Point Blank,1967,92,Crime,"['John Boorman', 'Lee Marvin', 'Angie Dickinson', 'Keenan Wynn', ""Carroll O'Connor""]","['Lee Marvin', 'Angie Dickinson', 'Keenan Wynn', ""Carroll O'Connor""]",7.3,86,22380,
Beau travail,1999,92,Drama,"['Claire Denis', 'Denis Lavant', 'Michel Subor', 'Grégoire Colin', 'Richard Courcet']","['Denis Lavant', 'Michel Subor', 'Grégoire Colin', 'Richard Courcet']",7.3,91,13338,0.25
Red Dog,2011,92,Biography,"['Kriv Stenders', 'Josh Lucas', 'Rachael Taylor', 'Rohan Nichol', 'Luke Ford']","['Josh Lucas', 'Rachael Taylor', 'Rohan Nichol', 'Luke Ford']",7.3,,18817,
My Favorite Year,1982,92,Comedy,"['Richard Benjamin', ""Peter O'Toole"", 'Mark Linn-Baker', 'Jessica Harper', 'Joseph Bologna']","[""Peter O'Toole"", 'Mark Linn-Baker', 'Jessica Harper', 'Joseph Bologna']",7.3,62,10161,20.12
Interiors,1978,92,Drama,"['Woody Allen', 'Diane Keaton', 'Geraldine Page', 'Kristin Griffith', 'Mary Beth Hurt']","['Diane Keaton', 'Geraldine Page', 'Kristin Griffith', 'Mary Beth Hurt']",7.3,67,20420,
The Lodger: A Story of the London Fog,1927,92,Crime,"['Alfred Hitchcock', 'June Tripp', 'Ivor Novello', 'Marie Ault', 'Arthur Chesney']","['June Tripp', 'Ivor Novello', 'Marie Ault', 'Arthur Chesney']",7.3,,12772,
"Don't Worry, I'm Fine",2006,92,Drama,"['Philippe Lioret', 'Mélanie Laurent', 'Kad Merad', 'Isabelle Renauld', 'Julien Boisselier']","['Mélanie Laurent', 'Kad Merad', 'Isabelle Renauld', 'Julien Boisselier']",7.3,,11115,
The Super Mario Bros. Movie,2023,92,Animation,"['Aaron Horvath', 'Michael Jelenic', 'Pierre Leduc', 'Fabien Polack', 'Chris Pratt', 'Anya Taylor-Joy', 'Charlie Day', 'Jack Black']","['Michael Jelenic', 'Pierre Leduc', 'Fabien Polack', 'Chris Pratt', 'Anya Taylor-Joy', 'Charlie Day', 'Jack Black']",7.1,46,173660,
Timecrimes,2007,92,Horror,"['Nacho Vigalondo', 'Karra Elejalde', 'Candela Fernández', 'Bárbara Goenaga', 'Nacho Vigalondo']","['Karra Elejalde', 'Candela Fernández', 'Bárbara Goenaga', 'Nacho Vigalondo']",7.1,68,66631,0.04
Bad Santa,2003,92,Comedy,"['Terry Zwigoff', 'Billy Bob Thornton', 'Bernie Mac', 'Lauren Graham', 'John Ritter']","['Billy Bob Thornton', 'Bernie Mac', 'Lauren Graham', 'John Ritter']",7.1,70,149320,60.06
Help!,1965,92,Adventure,"['Richard Lester', 'John Lennon', 'Paul McCartney', 'George Harrison', 'Ringo Starr']","['John Lennon', 'Paul McCartney', 'George Harrison', 'Ringo Starr']",7.1,58,20581,13.08
Father of the Bride,1950,92,Comedy,"['Vincente Minnelli', 'Spencer Tracy', 'Joan Bennett', 'Elizabeth Taylor', 'Don Taylor']","['Spencer Tracy', 'Joan Bennett', 'Elizabeth Taylor', 'Don Taylor']",7.1,76,12197,8.84
Under the Sand,2000,92,Drama,"['François Ozon', 'Charlotte Rampling', 'Bruno Cremer', 'Jacques Nolot', 'Alexandra Stewart']","['Charlotte Rampling', 'Bruno Cremer', 'Jacques Nolot', 'Alexandra Stewart']",7.1,86,11207,1.45
"He Loves Me, He Loves Me Not",2002,92,Romance,"['Laetitia Colombani', 'Audrey Tautou', 'Samuel Le Bihan', 'Isabelle Carré', 'Sophie Guillemin']","['Audrey Tautou', 'Samuel Le Bihan', 'Isabelle Carré', 'Sophie Guillemin']",7.1,63,19336,1.01
Shotgun Stories,2007,92,Drama,"['Jeff Nichols', 'Michael Shannon', 'Douglas Ligon', 'Barlow Jacobs', 'Michael Abbott Jr.']","['Michael Shannon', 'Douglas Ligon', 'Barlow Jacobs', 'Michael Abbott Jr.']",7.1,76,10950,0.05
The VVitch: A New-England Folktale,2015,92,Drama,"['Robert Eggers', 'Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie', 'Julian Richings']","['Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie', 'Julian Richings']",7,84,281225,25.14
Happy Gilmore,1996,92,Comedy,"['Dennis Dugan', 'Adam Sandler', 'Christopher McDonald', 'Julie Bowen', 'Frances Bay']","['Adam Sandler', 'Christopher McDonald', 'Julie Bowen', 'Frances Bay']",7,31,238254,38.62
Easy A,2010,92,Comedy,"['Will Gluck', 'Emma Stone', 'Amanda Bynes', 'Penn Badgley', 'Dan Byrd']","['Emma Stone', 'Amanda Bynes', 'Penn Badgley', 'Dan Byrd']",7,72,404923,58.4
Bronson,2008,92,Action,"['Nicolas Winding Refn', 'Tom Hardy', 'Kelly Adams', 'Luing Andrews', 'Katy Barker']","['Tom Hardy', 'Kelly Adams', 'Luing Andrews', 'Katy Barker']",7,71,137096,0.1
Rambo,2008,92,Action,"['Sylvester Stallone', 'Sylvester Stallone', 'Julie Benz', 'Matthew Marsden', 'Graham McTavish']","['Sylvester Stallone', 'Julie Benz', 'Matthew Marsden', 'Graham McTavish']",7,46,239157,42.75
Perfect Sense,2011,92,Drama,"['David Mackenzie', 'Ewan McGregor', 'Eva Green', 'Lauren Tempany', 'Connie Nielsen']","['Ewan McGregor', 'Eva Green', 'Lauren Tempany', 'Connie Nielsen']",7,55,62263,0
Hairspray,1988,92,Comedy,"['John Waters', 'Sonny Bono', 'Ruth Brown', 'Divine', 'Debbie Harry']","['Sonny Bono', 'Ruth Brown', 'Divine', 'Debbie Harry']",7,77,22670,6.67
ParaNorman,2012,92,Animation,"['Chris Butler', 'Sam Fell', 'Kodi Smit-McPhee', 'Anna Kendrick', 'Christopher Mintz-Plasse', 'Tucker Albrizzi']","['Sam Fell', 'Kodi Smit-McPhee', 'Anna Kendrick', 'Christopher Mintz-Plasse', 'Tucker Albrizzi']",7,72,106719,56
Niagara,1953,92,Film-Noir,"['Henry Hathaway', 'Marilyn Monroe', 'Joseph Cotten', 'Jean Peters', 'Max Showalter']","['Marilyn Monroe', 'Joseph Cotten', 'Jean Peters', 'Max Showalter']",7,70,19000,
Miss Pettigrew Lives for a Day,2008,92,Comedy,"['Bharat Nalluri', 'Frances McDormand', 'Amy Adams', 'Ciarán Hinds', 'David Alexander']","['Frances McDormand', 'Amy Adams', 'Ciarán Hinds', 'David Alexander']",7,63,29270,12.29
Thunder Road,2018,92,Comedy,"['Jim Cummings', 'Jim Cummings', 'Kendal Farr', 'Nican Robinson', 'Jocelyn DeBoer']","['Jim Cummings', 'Kendal Farr', 'Nican Robinson', 'Jocelyn DeBoer']",7,79,18938,
Heavy Trip,2018,92,Comedy,"['Juuso Laatio', 'Jukka Vidgren', 'Johannes Holopainen', 'Samuli Jaskio', 'Antti Tuomas Heikkinen', 'Max Ovaska']","['Jukka Vidgren', 'Johannes Holopainen', 'Samuli Jaskio', 'Antti Tuomas Heikkinen', 'Max Ovaska']",7,72,10071,0.01
Barda,2007,92,Crime,"['Serdar Akar', 'Nejat Isler', 'Hakan Boyav', 'Serdar Orçin', 'Erdal Besikçioglu']","['Nejat Isler', 'Hakan Boyav', 'Serdar Orçin', 'Erdal Besikçioglu']",7,,13918,
If Only,2004,92,Comedy,"['Gil Junger', 'Jennifer Love Hewitt', 'Paul Nicholls', 'Tom Wilkinson', 'Diana Hardcastle']","['Jennifer Love Hewitt', 'Paul Nicholls', 'Tom Wilkinson', 'Diana Hardcastle']",7,,33262,
Pig,2021,92,Drama,"['Michael Sarnoski', 'Nicolas Cage', 'Alex Wolff', 'Adam Arkin', 'Cassandra Violet']","['Nicolas Cage', 'Alex Wolff', 'Adam Arkin', 'Cassandra Violet']",6.9,82,82925,
Repo Man,1984,92,Action,"['Alex Cox', 'Harry Dean Stanton', 'Emilio Estevez', 'Tracey Walter', 'Olivia Barash']","['Harry Dean Stanton', 'Emilio Estevez', 'Tracey Walter', 'Olivia Barash']",6.9,82,39406,3.57
Another Earth,2011,92,Drama,"['Mike Cahill', 'Brit Marling', 'William Mapother', 'Matthew-Lee Erlbach', 'DJ Flava']","['Brit Marling', 'William Mapother', 'Matthew-Lee Erlbach', 'DJ Flava']",6.9,66,98124,1.32
Bubba Ho-Tep,2002,92,Comedy,"['Don Coscarelli', 'Bruce Campbell', 'Ossie Davis', 'Bob Ivy', 'Ella Joyce']","['Bruce Campbell', 'Ossie Davis', 'Bob Ivy', 'Ella Joyce']",6.9,57,50382,2
Shadow of the Vampire,2000,92,Drama,"['E. Elias Merhige', 'John Malkovich', 'Willem Dafoe', 'Udo Kier', 'Cary Elwes']","['John Malkovich', 'Willem Dafoe', 'Udo Kier', 'Cary Elwes']",6.9,71,43237,8.29
Lord of the Flies,1963,92,Adventure,"['Peter Brook', 'James Aubrey', 'Tom Chapin', 'Hugh Edwards', 'Roger Elwin']","['James Aubrey', 'Tom Chapin', 'Hugh Edwards', 'Roger Elwin']",6.9,67,19902,
This Beautiful Fantastic,2016,92,Comedy,"['Simon Aboud', 'Jessica Brown Findlay', 'Andrew Scott', 'Jeremy Irvine', 'Tom Wilkinson']","['Jessica Brown Findlay', 'Andrew Scott', 'Jeremy Irvine', 'Tom Wilkinson']",6.9,51,12719,0.04
Tales from the Crypt,1972,92,Drama,"['Freddie Francis', 'Joan Collins', 'Peter Cushing', 'Ralph Richardson', 'Geoffrey Bayldon']","['Joan Collins', 'Peter Cushing', 'Ralph Richardson', 'Geoffrey Bayldon']",6.9,,12320,1.7
Bloodsport,1988,92,Action,"['Newt Arnold', 'Jean-Claude Van Damme', 'Donald Gibb', 'Leah Ayres', 'Norman Burton']","['Jean-Claude Van Damme', 'Donald Gibb', 'Leah Ayres', 'Norman Burton']",6.8,29,90068,11.81
The Transporter,2002,92,Action,"['Louis Leterrier', 'Corey Yuen', 'Jason Statham', 'Shu Qi', 'Matt Schulze', 'François Berléand']","['Corey Yuen', 'Jason Statham', 'Shu Qi', 'Matt Schulze', 'François Berléand']",6.8,51,313400,25.3
A Ghost Story,2017,92,Drama,"['David Lowery', 'Casey Affleck', 'Rooney Mara', 'McColm Cephas Jr.', 'Kenneisha Thompson']","['Casey Affleck', 'Rooney Mara', 'McColm Cephas Jr.', 'Kenneisha Thompson']",6.8,84,76281,1.6
Mr. Peabody & Sherman,2014,92,Animation,"['Rob Minkoff', 'Ty Burrell', 'Max Charles', 'Stephen Colbert', 'Leslie Mann']","['Ty Burrell', 'Max Charles', 'Stephen Colbert', 'Leslie Mann']",6.8,59,75047,111.51
History of the World: Part I,1981,92,Comedy,"['Mel Brooks', 'Mel Brooks', 'Gregory Hines', 'Dom DeLuise', 'Madeline Kahn']","['Mel Brooks', 'Gregory Hines', 'Dom DeLuise', 'Madeline Kahn']",6.8,47,53865,31.67
Goon,2011,92,Comedy,"['Michael Dowse', 'Seann William Scott', 'Jay Baruchel', 'Alison Pill', 'Eugene Levy']","['Seann William Scott', 'Jay Baruchel', 'Alison Pill', 'Eugene Levy']",6.8,64,89206,4.17
Night of the Living Dead,1990,92,Horror,"['Tom Savini', 'Tony Todd', 'Patricia Tallman', 'Tom Towles', 'McKee Anderson']","['Tony Todd', 'Patricia Tallman', 'Tom Towles', 'McKee Anderson']",6.8,54,44113,5.84
The Brood,1979,92,Horror,"['David Cronenberg', 'Oliver Reed', 'Samantha Eggar', 'Art Hindle', 'Henry Beckman']","['Oliver Reed', 'Samantha Eggar', 'Art Hindle', 'Henry Beckman']",6.8,63,32698,
Dodgeball: A True Underdog Story,2004,92,Comedy,"['Rawson Marshall Thurber', 'Ben Stiller', 'Christine Taylor', 'Vince Vaughn', 'Rip Torn']","['Ben Stiller', 'Christine Taylor', 'Vince Vaughn', 'Rip Torn']",6.7,55,259913,114.33
Saved!,2004,92,Comedy,"['Brian Dannelly', 'Jena Malone', 'Mandy Moore', 'Macaulay Culkin', 'Patrick Fugit']","['Jena Malone', 'Mandy Moore', 'Macaulay Culkin', 'Patrick Fugit']",6.7,62,47978,8.94
The Salvation,2014,92,Action,"['Kristian Levring', 'Mads Mikkelsen', 'Eva Green', 'Jeffrey Dean Morgan', 'Eric Cantona']","['Mads Mikkelsen', 'Eva Green', 'Jeffrey Dean Morgan', 'Eric Cantona']",6.7,64,41439,0.01
Tales from the Crypt: Demon Knight,1995,92,Action,"['Ernest R. Dickerson', 'Billy Zane', 'William Sadler', 'Jada Pinkett Smith', 'Brenda Bakke']","['Billy Zane', 'William Sadler', 'Jada Pinkett Smith', 'Brenda Bakke']",6.7,48,25304,21.09
Ju-on: The Grudge,2002,92,Horror,"['Takashi Shimizu', 'Megumi Okina', 'Misaki Itô', 'Misa Uehara', 'Yui Ichikawa']","['Megumi Okina', 'Misaki Itô', 'Misa Uehara', 'Yui Ichikawa']",6.7,48,46640,0.33
Starter for 10,2006,92,Comedy,"['Tom Vaughan', 'James McAvoy', 'Alice Eve', 'Rebecca Hall', 'Joseph Friend']","['James McAvoy', 'Alice Eve', 'Rebecca Hall', 'Joseph Friend']",6.7,69,24560,0.21
Behind the Mask: The Rise of Leslie Vernon,2006,92,Comedy,"['Scott Glosserman', 'Nathan Baesel', 'Angela Goethals', 'Zelda Rubinstein', 'Robert Englund']","['Nathan Baesel', 'Angela Goethals', 'Zelda Rubinstein', 'Robert Englund']",6.7,66,24838,0.07
Flirting with Disaster,1996,92,Comedy,"['David O. Russell', 'Ben Stiller', 'Patricia Arquette', 'Téa Leoni', 'Mary Tyler Moore']","['Ben Stiller', 'Patricia Arquette', 'Téa Leoni', 'Mary Tyler Moore']",6.7,81,19535,14.89
The Last Supper,1995,92,Comedy,"['Stacy Title', 'Cameron Diaz', 'Ron Eldard', 'Annabeth Gish', 'Ron Perlman']","['Cameron Diaz', 'Ron Eldard', 'Annabeth Gish', 'Ron Perlman']",6.7,,15355,0.44
Don't Think Twice,2016,92,Comedy,"['Mike Birbiglia', 'Keegan-Michael Key', 'Gillian Jacobs', 'Mike Birbiglia', 'Chris Gethard']","['Keegan-Michael Key', 'Gillian Jacobs', 'Mike Birbiglia', 'Chris Gethard']",6.7,83,18017,4.42
The Fury of a Patient Man,2016,92,Crime,"['Raúl Arévalo', 'Antonio de la Torre', 'Luis Callejo', 'Ruth Díaz', 'Raúl Jiménez']","['Antonio de la Torre', 'Luis Callejo', 'Ruth Díaz', 'Raúl Jiménez']",6.7,,12452,
EuroTrip,2004,92,Comedy,"['Jeff Schaffer', 'Alec Berg', 'David Mandel', 'Scott Mechlowicz', 'Jacob Pitts', 'Michelle Trachtenberg', 'Travis Wester']","['Alec Berg', 'David Mandel', 'Scott Mechlowicz', 'Jacob Pitts', 'Michelle Trachtenberg', 'Travis Wester']",6.6,45,216267,17.72
Thoroughbreds,2017,92,Comedy,"['Cory Finley', 'Olivia Cooke', 'Anya Taylor-Joy', 'Anton Yelchin', 'Paul Sparks']","['Olivia Cooke', 'Anya Taylor-Joy', 'Anton Yelchin', 'Paul Sparks']",6.6,75,45141,2.83
Penguins of Madagascar,2014,92,Animation,"['Eric Darnell', 'Simon J. Smith', 'Tom McGrath', 'Chris Miller', 'Christopher Knights', 'Conrad Vernon']","['Simon J. Smith', 'Tom McGrath', 'Chris Miller', 'Christopher Knights', 'Conrad Vernon']",6.6,53,97480,83.35
Celeste & Jesse Forever,2012,92,Comedy,"['Lee Toland Krieger', 'Rashida Jones', 'Andy Samberg', 'Elijah Wood', 'Emma Roberts']","['Rashida Jones', 'Andy Samberg', 'Elijah Wood', 'Emma Roberts']",6.6,59,32948,3.09
A Rainy Day in New York,2019,92,Comedy,"['Woody Allen', 'Timothée Chalamet', 'Elle Fanning', 'Liev Schreiber', 'Suzanne Smith']","['Timothée Chalamet', 'Elle Fanning', 'Liev Schreiber', 'Suzanne Smith']",6.5,38,47877,
Underworld: Rise of the Lycans,2009,92,Action,"['Patrick Tatopoulos', 'Rhona Mitra', 'Michael Sheen', 'Bill Nighy', 'Steven Mackintosh']","['Rhona Mitra', 'Michael Sheen', 'Bill Nighy', 'Steven Mackintosh']",6.5,44,164680,45.8
Halloween II,1981,92,Horror,"['Rick Rosenthal', 'Jamie Lee Curtis', 'Donald Pleasence', 'Charles Cyphers', 'Jeffrey Kramer']","['Jamie Lee Curtis', 'Donald Pleasence', 'Charles Cyphers', 'Jeffrey Kramer']",6.5,40,96712,25.53
Foxy Brown,1974,92,Action,"['Jack Hill', 'Pam Grier', 'Antonio Fargas', 'Peter Brown', 'Terry Carter']","['Pam Grier', 'Antonio Fargas', 'Peter Brown', 'Terry Carter']",6.5,46,11226,2.46
Jackass Presents: Bad Grandpa,2013,92,Comedy,"['Jeff Tremaine', 'Johnny Knoxville', 'Jackson Nicoll', 'Gregorio', 'Georgina Cates']","['Johnny Knoxville', 'Jackson Nicoll', 'Gregorio', 'Georgina Cates']",6.5,54,97079,102
Trolls,2016,92,Animation,"['Mike Mitchell', 'Walt Dohrn', 'Anna Kendrick', 'Justin Timberlake', 'Zooey Deschanel', 'Christopher Mintz-Plasse']","['Walt Dohrn', 'Anna Kendrick', 'Justin Timberlake', 'Zooey Deschanel', 'Christopher Mintz-Plasse']",6.4,55,86983,153.71
National Lampoon's Van Wilder,2002,92,Comedy,"['Walt Becker', 'Ryan Reynolds', 'Tara Reid', 'Tim Matheson', 'Kal Penn']","['Ryan Reynolds', 'Tara Reid', 'Tim Matheson', 'Kal Penn']",6.4,26,113004,21.01
Hancock,2008,92,Action,"['Peter Berg', 'Will Smith', 'Charlize Theron', 'Jason Bateman', 'Jae Head']","['Will Smith', 'Charlize Theron', 'Jason Bateman', 'Jae Head']",6.4,49,498849,227.95
From Paris with Love,2010,92,Action,"['Pierre Morel', 'John Travolta', 'Jonathan Rhys Meyers', 'Kasia Smutniak', 'Richard Durden']","['John Travolta', 'Jonathan Rhys Meyers', 'Kasia Smutniak', 'Richard Durden']",6.4,42,119860,23.98
London,2005,92,Drama,"['Hunter Richards', 'Jessica Biel', 'Chris Evans', 'Jason Statham', 'Joy Bryant']","['Jessica Biel', 'Chris Evans', 'Jason Statham', 'Joy Bryant']",6.4,24,24211,0.01
Choke,2008,92,Comedy,"['Clark Gregg', 'Sam Rockwell', 'Anjelica Huston', 'Kelly Macdonald', 'Kathryn Alexander']","['Sam Rockwell', 'Anjelica Huston', 'Kelly Macdonald', 'Kathryn Alexander']",6.4,47,33161,2.93
Juan of the Dead,2011,92,Action,"['Alejandro Brugués', 'Alexis Díaz de Villegas', 'Jorge Molina', 'Andros Perugorría', 'Andrea Duro']","['Alexis Díaz de Villegas', 'Jorge Molina', 'Andros Perugorría', 'Andrea Duro']",6.4,,10775,0.02
Bastille Day,2016,92,Action,"['James Watkins', 'Idris Elba', 'Richard Madden', 'Charlotte Le Bon', 'Kelly Reilly']","['Idris Elba', 'Richard Madden', 'Charlotte Le Bon', 'Kelly Reilly']",6.3,48,48684,0.04
Haunt,2019,92,Horror,"['Scott Beck', 'Bryan Woods', 'Katie Stevens', 'Will Brittain', 'Lauryn Alisa McClain', 'Andrew Lewis Caldwell']","['Bryan Woods', 'Katie Stevens', 'Will Brittain', 'Lauryn Alisa McClain', 'Andrew Lewis Caldwell']",6.3,69,32987,
It Boy,2013,92,Comedy,"['David Moreau', 'Virginie Efira', 'Pierre Niney', 'Charles Berling', 'Gilles Cohen']","['Virginie Efira', 'Pierre Niney', 'Charles Berling', 'Gilles Cohen']",6.3,,10790,
Romy and Michele's High School Reunion,1997,92,Comedy,"['David Mirkin', 'Mira Sorvino', 'Lisa Kudrow', 'Janeane Garofalo', 'Alan Cumming']","['Mira Sorvino', 'Lisa Kudrow', 'Janeane Garofalo', 'Alan Cumming']",6.3,59,50806,29.21
Before I Go to Sleep,2014,92,Drama,"['Rowan Joffe', 'Nicole Kidman', 'Colin Firth', 'Mark Strong', 'Anne-Marie Duff']","['Nicole Kidman', 'Colin Firth', 'Mark Strong', 'Anne-Marie Duff']",6.3,41,81696,2.96
The Sentinel,1977,92,Horror,"['Michael Winner', 'Cristina Raines', 'Ava Gardner', 'Chris Sarandon', 'Martin Balsam']","['Cristina Raines', 'Ava Gardner', 'Chris Sarandon', 'Martin Balsam']",6.3,19,11012,
